file_path,mineral_name,formula,reference
/Volumes/Sajid's SSD/MinX-EQ/Lead/0_Lead_298.15_1.00_.cif,Leadhillite,Pb₄ S C₂ O₁₂ H₂,"Bindi L., Menchetti S., Structural changes accompanying the phase transformation between leadhillite and susannite: a structural study by means of in situ high-temperature single- crystal X-ray diffraction Sample: Chah Mileh Mine, Anarak District, Esfahan Province, Iran Sample: T = 25 C, American Mineralogist, 90, 1641–1647 (2005)."
/Volumes/Sajid's SSD/MinX-EQ/Brochantite/0_Brochantite_298.00_1.00_.cif,Brochantite,Cu₄ S (O₁₀ H₆),"Merlino S., Perchiazzi N., Franco D., Brochantite, Cu4SO4(OH)6: OD character, polytypism and crystal structures Sample: MDO_1 polytype, European Journal of Mineralogy, 15, 267–275 (2003)."
/Volumes/Sajid's SSD/MinX-EQ/Jadeite/0_Jadeite_298.00_1.00_.cif,Jadeite,Na Al Si₂ O₆,"Prewitt C. T., Burnham C. W., The crystal structure of jadeite, NaAlSi2O6, American Mineralogist, 51, 956–975 (1966)."
/Volumes/Sajid's SSD/MinX-EQ/Linzhiite/0_Linzhiite_298.00_1.00_.cif,Linzhiite,Fe Si₂,"Li G., Bai W., Shi N., Fang Q., Xiong M., Yang J., Ma Z., Rong H., Linzhiite, FeSi2, a redefined and revalidated new mineral species from Luobusha, Tibet, China, European Journal of Mineralogy, 24, 1047–1052 (2012)."
/Volumes/Sajid's SSD/MinX-EQ/Avicennite/0_Avicennite_298.00_1.00_.cif,Avicennite,Tl₂ O₃,"Zachariasen W., The crystal structure of the modification C of the sesquioxides of the rare earth metals, and of indium and thallium. _cod_database_code 1010927, Norsk Geologisk Tidsskrift, 9, 310–316 (1927)."
/Volumes/Sajid's SSD/MinX-EQ/Hematite/0_Hematite_298.00_1.00_.cif,Hematite,Fe₂ O₃,"Blake R. L., Hessevick R. E., Zoltai T., Finger L. W., Refinement of the hematite structure, American Mineralogist, 51, 123–129 (1966)."
/Volumes/Sajid's SSD/MinX-EQ/Fergusonite-beta-(Ce)/0_Fergusonite-beta-(Ce)_298.00_1.00_.cif,Fergusonite-beta-(Ce),Ce Nb O₄,"Santoro A., Marezio M., Roth R. S., Minor D., Neutron powder diffraction study of the structures of CeTaO4, CeNbO4, and NdTaO4, Journal of Solid State Chemistry, 35, 167–175 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Tellurite/0_Tellurite_298.00_1.00_.cif,Tellurite,Te O₂,"Ito T., Sawada H., The crystal structure of tellurite (Te O2) _cod_database_code 1011183, Zeitschrift fur Kristallographie, 102, 13–25 (1940)."
/Volumes/Sajid's SSD/MinX-EQ/Pinchite/0_Pinchite_298.00_1.00_.cif,Pinchite,Hg₅ Cl₂ O₄,"Hawthorne F. C., Cooper M. A., Sen Gupta. P. K., The crystal structure of pinchite, Hg5Cl2O4, American Mineralogist, 79, 1199–1203 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Molysite/0_Molysite_298.00_1.00_.cif,Molysite,Fe Cl₃,"Hashimoto S., Forster K., Moss S. C., Structure refinement of an FeCl3 crystal using a thin plate sample, Journal of Applied Crystallography, 22, 173–180 (1988)."
/Volumes/Sajid's SSD/MinX-EQ/Monipite/0_Monipite_298.00_1.00_.cif,Monipite,Ni Mo P,"Guerin R., Sergent M., Structure cristalline de NiMoP Localite: synthetic, Acta Crystallographica, Section B, 33, 2820–2823 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Scrutinyite/0_Scrutinyite_298.00_1.00_.cif,Scrutinyite,Pb O₂,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Note: known as alpha-PbO2, Crystal Structures, 1, 239–444 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Sidorenkite/0_Sidorenkite_298.00_1.00_.cif,Sidorenkite,Na₃ Mn P C O₇,"Kurova T. A., Shumyatskaya N. G., Voronkov A. A., Pyatenko Y. A., Crystal structure of sidorenkite Na3Mn(PO4)(CO3), Soviet Physics Doklady, 25, 156–157 (1980)."
/Volumes/Sajid's SSD/MinX-EQ/Muthmannite/0_Muthmannite_298.00_1.00_.cif,Muthmannite,Au Ag Te₂,"Bindi L., Cipriani C., Ordered distribution of Au and Ag in the crystal structure of muthmannite, AuAgTe2, a rare telluride from Sacarimb, Western Romania, American Mineralogist, 89, 1505–1509 (2004)."
/Volumes/Sajid's SSD/MinX-EQ/Sukulaite/0_Sukulaite_298.00_1.00_.cif,Sukulaite,Sn Ta O₃,"Gasperin M., Synthese et identification de deux oxydes doubles de tantale et d'etain _cod_database_code 1001775, Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences, 240, 2340–2342 (1955)."
/Volumes/Sajid's SSD/MinX-EQ/Balyakinite/0_Balyakinite_298.00_1.00_.cif,Balyakinite,Te Cu O₃,"Lindqvist O., On the crystal structures of CuTeO3 and CuTe2O5, Acta Chemica Scandinavica, 25, 740–740 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Mavlyanovite/0_Mavlyanovite_298.00_1.00_.cif,Mavlyanovite,Mn₅ Si₃,"Aronsson B., A note on the compositions and crystal structures of MnB2, Mn3Si, Mn5Si3 and FeSi2, Acta Chemica Scandinavica, 14, 1414–1418 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Susannite/0_Susannite_355.15_1.00_.cif,Susannite,Pb₄ S C₂ O₁₂,"Bindi L., Menchetti S., Structural changes accompanying the phase transformation between leadhillite and susannite: a structural study by means of in situ high-temperature single- crystal X-ray diffraction Sample: Chah Mileh Mine, Anarak District, Esfahan Province, Iran Sample: T = 82 C, American Mineralogist, 90, 1641–1647 (2005)."
/Volumes/Sajid's SSD/MinX-EQ/Pseudowollastonite-4A/0_Pseudowollastonite-4A_298.00_1.00_.cif,Pseudowollastonite-4A,Ca Si O₃,"Yamanaka T., Mori H., The structure and polytypes of alpha-W CaSiO3 (pseudowollastonite), Acta Crystallographica, Section B, 37, 1010–1017 (1981)."
/Volumes/Sajid's SSD/MinX-EQ/Wakefieldite-(Y)/0_Wakefieldite-(Y)_298.00_1.00_.cif,Wakefieldite-(Y),Y V O₄,"Lohmuller G., Schmidt G., Deppisch B., Gramlich V., Scheringer C., Die kristallstrukturen von yttrium-vanadat, lutetium-phosphat und lutetium-arsenat, Acta Crystallographica, Section B, 29, 141–142 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Ammineite/0_Ammineite_100.00_1.00_.cif,Ammineite,Cu Cl₂ N₂ H₆,"Bojar H. P., Walter F., Baumgartner J., Farber G., Ammineite, CuCl2(NH3)2, a new species containing an ammine complex: Mineral data and crystal structure Note: T = 100 K, The Canadian Mineralogist, 48, 1359–1371 (2010)."
/Volumes/Sajid's SSD/MinX-EQ/Dmitryivanovite/0_Dmitryivanovite_298.00_1.00_.cif,Dmitryivanovite,Ca Al₂ O₄,"Lazic B., Kahlenberg V., Konzett J., Structural studies on a stuffed framework high pressure polymorph of CaAl2O4, Zeitschrift fur Kristallographie, 222, 690–695 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Doloresite/0_Doloresite_298.00_1.00_.cif,Doloresite,V₃ O₈,"Evans H. T., Mrose M. E., A crystal chemical study of the vanadium oxide minerals, haggite and doloresite, American Mineralogist, 45, 1144–1166 (1960)."
/Volumes/Sajid's SSD/MinX-EQ/Chapmanite/0_Chapmanite_298.00_1.00_.cif,Chapmanite,Sb Fe₂ Si₂ O₉ H,"Ballirano P., Maras A., Marchetti F., Merlino S., Perchiazzi N., Rietveld refinement of chapmanite SbFe2Si2O8OH, a TO dioctahderal kaolinite-like mineral, Powder Diffraction, 13, 44–49 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Brannerite/0_Brannerite_298.00_1.00_.cif,Brannerite,U Ti₂ O₆,"Szymanski J. T., Scott J. D., A crystal structure refinement of synthetic brannerite UTi2O6 and its bearing on rate of alkaline-carbonate leaching of brannerite in ore, The Canadian Mineralogist, 20, 271–280 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Panichiite/0_Panichiite_298.00_1.00_.cif,Panichiite,Sn Cl₆ N₂ H₈,"Demartin F., Campostrini I., Gramaccioli C. M., Panichiite, natural ammonium hexachlorostannate(IV), (NH4)2SnCl6, from La Fossa crater, Vulcano, Aeolian Islands, Italy, The Canadian Mineralogist, 47, 367–372 (2009)."
/Volumes/Sajid's SSD/MinX-EQ/Cornubite/0_Cornubite_298.00_1.00_.cif,Cornubite,Cu₅ As₂ O₁₂,"Tillmanns E., Hofmeister W., Petitjean K., Cornubite, Cu5(AsO4)2(OH)4, first occurence of single crystals, mineralogical description and crystal structure, Bulletin of the Geological Society of Finland, 57, 119–127 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Montebrasite/0_Montebrasite_298.00_1.00_.cif,Montebrasite,P Al O₅ Li H,"Groat L. A., Raudsepp M., Hawthorne F. C., Ercit T. S., Sherriff B. L., Hartman J. S., The amblygonite-montebrasite series: Characterization by single-crystal structure refinement, infrared spectroscopy and multinuclear MAS-NMR spectroscopy sample AF-47, American Mineralogist, 75, 992–1008 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Telluropalladinite/0_Telluropalladinite_298.00_1.00_.cif,Telluropalladinite,Pd₉ Te₄,"Matkovic P., Schubert K., Kristallstruktur von Pd9Te4, Journal of the Less-Common Metals, 58, P39–P46 (1978)."
/Volumes/Sajid's SSD/MinX-EQ/Crocoite/0_Crocoite_298.00_1.00_.cif,Crocoite,Pb Cr O₄,"Quareni S., De Pieri. R., A three-dimensional refinement of the structure of crocoite, PbCrO4, Acta Crystallographica, 19, 287–289 (1965)."
/Volumes/Sajid's SSD/MinX-EQ/Molybdenite/0_Molybdenite_298.00_1.00_.cif,Molybdenite,Mo S₂,"Schonfeld B., Huang J. J., Moss S. C., Anisotropic mean-square displacements (MSD) in single crystals of 2H- and 3R-MoS2 Note: 2H polytype, this is the most common in nature, Acta Crystallographica, Section B, 39, 404–407 (1983)."
/Volumes/Sajid's SSD/MinX-EQ/Kozoite-(Sm)/0_Kozoite-(Sm)_298.00_1.00_.cif,Kozoite-(Sm),Sm C (O₄ H),"Tahara T., Nakai I., Miyawaki R., Matsubara S., Crystal chemistry of RE(CO3)OH, Zeitschrift fur Kristallographie, 222, 326–334 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Cattierite/0_Cattierite_298.00_1.00_.cif,Cattierite,Co S₂,"Nowack E., Schwarzenbach D., Hahn T., Charge densities in CoS2 and NiS2 (pyrite structure) Note: multipole model, Acta Crystallographica, Section B, 47, 650–659 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Sinoite/0_Sinoite_298.00_1.00_.cif,Sinoite,Si₂ N₂ O,"Idrestedt I., Brosset C., Structure of Si2N2O, Acta Chemica Scandinavica, 18, 1879–1886 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Hammarite/0_Hammarite_298.00_1.00_.cif,Hammarite,Bi₄ Pb₂ Cu₂ S₉,"Horiuchi H., Wuensch B. J., The ordering scheme for metal atoms in the crystal structure of hammarite, Cu2Pb2Bi4S9, The Canadian Mineralogist, 14, 536–539 (1976)."
/Volumes/Sajid's SSD/MinX-EQ/Malladrite/0_Malladrite_298.00_1.00_.cif,Malladrite,Na₂ Si F₆,"Zalkin A., Forrester J. D., Templeton D. H., The crystal structure of sodium fluorosilicate, Acta Crystallographica, 17, 1408–1412 (1964)."
/Volumes/Sajid's SSD/MinX-EQ/Paracelsian/0_Paracelsian_298.00_1.00_.cif,Paracelsian,Ba Al₂ Si₂ O₈,"Chiari G., Gazzoni G., Craig J. R., Gibbs G. V., Louisnathan S. J., Two independent refinements of the structure of paracelsian, BaAl2Si2O8 Sample: CG refinement, American Mineralogist, 70, 969–974 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Ferberite/0_Ferberite_298.00_1.00_.cif,Ferberite,W Fe O₄,"Escobar C., Cid-Dresdner H., Kittl P., Dumler I., The relation between ""light wolframite"" and common wolframite sample: light wolframite, American Mineralogist, 56, 489–498 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Massicot/0_Massicot_298.00_1.00_.cif,Massicot,Pb O,"Hill R. J., Refinement of the structure of orthorhombic PbO (massicot) by Rietveld analysis of neutron powder diffraction data, Acta Crystallographica, Section C, 41, 1281–1284 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Blodite/0_Blodite_298.00_1.00_.cif,Blodite,Na₂ Mg S₂ O₁₂ H₈,"Hawthorne F. C., Refinement of the crystal structure of bloedite: Structural similarities in the [M(T_4)2_n] finite-cluster minerals, The Canadian Mineralogist, 23, 669–674 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Stoiberite/0_Stoiberite_298.00_1.00_.cif,Stoiberite,Cu₅ V₂ O₁₀,"Shannon R. D., Calvo C., Crystal structure of Cu5V2O10, Acta Crystallographica, Section B, 29, 1338–1345 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Plutonium/0_Plutonium_593.15_1.00_.cif,Plutonium,Pu,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 320 C Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Georgbokiite/0_Georgbokiite_298.00_1.00_.cif,Georgbokiite,Cu₅ Se₂ O₈ Cl₂,"Krivovichev S. V., Shuvalov R. R., Semenova T. F., Filatov S. K., Crystal chemistry of inorganic compounds based on chains of oxocentered tetrahedra. III. Crystal structure of georgbokiite, Cu5O2(SeO3)2Cl2, Zeitschrift fur Kristallographie, 214, 135–138 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Bromine/0_Bromine_123.00_1.00_.cif,Bromine,Br,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Sample at T = 123 K, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Kettnerite/0_Kettnerite_298.00_1.00_.cif,Kettnerite,Ca Bi C O₄ F,"Grice J. D., Cooper M. A., Hawthorne F. C., Crystal-structure determination of twinned kettnerite, The Canadian Mineralogist, 37, 923–927 (1999)."
/Volumes/Sajid's SSD/MinX-EQ/Cianciulliite/0_Cianciulliite_298.00_1.00_.cif,Cianciulliite,Mn Mg₂ Zn₂ O₁₄,"Grice J. D., Dunn P. J., The crystal structure of cianciulliite, Mn(Mg,Mn)2Zn2(OH)10*2-4H2O, American Mineralogist, 76, 1711–1747 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Seamanite/0_Seamanite_298.00_1.00_.cif,Seamanite,Mn₃ P B (O₁₀ H₆),"Moore P. B., Ghose S., A novel face-sharing octahedral trimer in the crystal structure of seamanite, American Mineralogist, 56, 1527–1538 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Kasolite/0_Kasolite_298.00_1.00_.cif,Kasolite,Pb U Si O₆,"Huynen A. M., Piret-Meunier J., Van Meerssche. M., Structure de la kasolite, Academie Royale de Belgique, Classe des Sciences: Bulletin, 49, 192–201 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Heideite/0_Heideite_298.00_1.00_.cif,Heideite,Fe Ti₂ S₄,"Takahashi T., Yamada O., Crystallographic and magnetic properties of the Cd(OH)2 layer structure compound TiS2 containing extra iron, Journal of Solid State Chemistry, 7, 25–30 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Fedotovite/0_Fedotovite_298.00_1.00_.cif,Fedotovite,K₂ Cu₃ S₃ O₁₃,"Starova G. L., Filatov S. K., Fundamensky V. S., Vergasova L. P., The crystal structure of fedotovite, K2Cu3O(SO4)3 Note: x(S3), z(S3), and z(O11) changed to match bond length table, Mineralogical Magazine, 55, 613–616 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Phoenicochroite/0_Phoenicochroite_298.00_1.00_.cif,Phoenicochroite,Pb₂ Cr O₅,"Williams S. A., McLean W. J., Anthony J. W., A study of phoenicochroite - its structure and properties, American Mineralogist, 55, 784–792 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Katiarsite/0_Katiarsite_298.00_1.00_.cif,Katiarsite,K Ti As O₅,"Mayo S. C., Thomas P. A., Teat S. J., Loiacono G. M., Loiacono D. N., Structure and non-linear optical properties of KTiOAsO4, Acta Crystallographica, Section B, 50, 655–662 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Xanthiosite/0_Xanthiosite_298.00_1.00_.cif,Xanthiosite,Ni₃ As₂ O₈,"Barbier J., Frampton C., Structures of orthorhombic and monoclinic Ni3(AsO4)2 Note: AnisoU's taken from ICSD, Acta Crystallographica, Section B, 47, 457–462 (1991)."
/Volumes/Sajid's SSD/MinX-EQ/Mackayite/0_Mackayite_298.00_1.00_.cif,Mackayite,Fe Te₂ O₆ H,"Pertlik F., Gieren A., Verfeinerung der kristallstruktur von mackayite Fe(OH)[Te2O5], Neues Jahrbuch fur Mineralogie, Monatshefte, 1977, 145–154 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Blixite/0_Blixite_298.00_1.00_.cif,Blixite,Pb₈ O₇ Cl₄ H₂,"Krivovichev S. V., Burns P. C., The crystal structure of Pb8O5(OH)2Cl4, a synthetic analogue of blixite?, The Canadian Mineralogist, 44, 515–522 (2006)."
/Volumes/Sajid's SSD/MinX-EQ/Iridium/0_Iridium_298.00_1.00_.cif,Iridium,Ir,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Rajite/0_Rajite_298.00_1.00_.cif,Rajite,Cu Te₂ O₅,"Hanke K., Kupcik V., Lindqvist O., The crystal structure of CuTe2O5, Acta Crystallographica, Section B, 29, 963–970 (1973)."
/Volumes/Sajid's SSD/MinX-EQ/Violarite/0_Violarite_298.00_1.00_.cif,Violarite,Fe Ni₂ S₄,"Vaughan D. J., Craig J. R., The crystal chemistry of iron-nickel thiospinels Note: structure from ICSD, American Mineralogist, 70, 1036–1043 (1985)."
/Volumes/Sajid's SSD/MinX-EQ/Nahcolite/0_Nahcolite_298.00_1.00_.cif,Nahcolite,Na C O₃ H,"Sass R. L., Scheuerman R. F., The crystal structure of sodium bicarbonate, Acta Crystallographica, 15, 77–81 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Sabinaite/0_Sabinaite_298.00_1.00_.cif,Sabinaite,Na₄ Zr₂ Ti C₄ O₁₆,"McDonald A. M., The crystal structure of sabinaite, Na4Zr2TiO4(CO3)4, The Canadian Mineralogist, 34, 811–815 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Probertite/0_Probertite_298.00_1.00_.cif,Probertite,Ca Na B₅ O₁₄ H₁₀,"Menchetti S., Sabelli C., Trosti-Ferroni R., Probertite, CaNa[B5O7(OH)4]*3H2O: a refinement, Acta Crystallographica, Section B, 38, 3072–3075 (1982)."
/Volumes/Sajid's SSD/MinX-EQ/Actinium/0_Actinium_298.00_1.00_.cif,Actinium,Ac,"Wyckoff R. W. G., Second edition. Interscience Publishers, New York, New York Cubic closest packed, ccp, structure, Crystal Structures, 1, 7–83 (1963)."
/Volumes/Sajid's SSD/MinX-EQ/Pringleite/0_Pringleite_298.00_1.00_.cif,Pringleite,Ca₉ B₂₆ O₇₁ Cl₄ H₃₅,"Grice J. D., Burns P. C., Hawthorne F. C., Determination of the megastructures of the borate polymorphs pringleite and ruitenbergite Note: Cell angles modified by Grice, June 2002, The Canadian Mineralogist, 32, 1–14 (1994)."
/Volumes/Sajid's SSD/MinX-EQ/Francisite/0_Francisite_298.00_1.00_.cif,Francisite,Bi Cu₃ Se₂ Cl O₈,"Pring A., Gatehouse B. M., Birch W. D., Francisite, Cu3Bi(SeO3)2O2Cl, a new mineral from Iron Monarch, South Australia: Description and crystal structure, American Mineralogist, 75, 1421–1425 (1990)."
/Volumes/Sajid's SSD/MinX-EQ/Manganostibite/0_Manganostibite_298.00_1.00_.cif,Manganostibite,Sb As Mn₇ O₁₂,"Moore P. B., Manganostibite: A novel cubic close-packed structure type, American Mineralogist, 55, 1489–1499 (1970)."
/Volumes/Sajid's SSD/MinX-EQ/Iridarsenite/0_Iridarsenite_298.00_1.00_.cif,Iridarsenite,Ir As₂,"Kjekshus A., On the properties of binary compounds with the CoSb2 type crystal structure, Acta Chemica Scandinavica, 25, 411–422 (1971)."
/Volumes/Sajid's SSD/MinX-EQ/Carlsbergite/0_Carlsbergite_298.00_1.00_.cif,Carlsbergite,Cr N,"Nasr Eddine. M., Bertaut E., Roubin M., Paris J., Etude cristallographique de Cr(1-x) V(x) N a basse temperature _cod_database_code 1008956, Acta Crystallographica, Section B, 33, 3010–3013 (1977)."
/Volumes/Sajid's SSD/MinX-EQ/Leningradite/0_Leningradite_298.00_1.00_.cif,Leningradite,Pb Cu₃ V₂ O₈ Cl₂,"Siidra O. I., Krivovichev S. V., Armbruster T., Filatov S. K., Pekov I. V., The crystal structure of leningradite, PbCu3(VO4)2Cl2 Note: Changed signs of Cu2(y) and Cl(y) by personal communication with Krivovichev, The Canadian Mineralogist, 45, 445–449 (2007)."
/Volumes/Sajid's SSD/MinX-EQ/Trinepheline/0_Trinepheline_298.00_1.00_.cif,Trinepheline,Na Al Si O₄,"Kahlenberg V., Bohm H., Crystal structure of hexagonal trinepheline - A new synthetic NaAlSiO4 modification, American Mineralogist, 83, 631–637 (1998)."
/Volumes/Sajid's SSD/MinX-EQ/Haycockite/0_Haycockite_298.00_1.00_.cif,Haycockite,Cu₄ Fe₅ S₈,"Rowland J. F., Hall S. R., Haycockite, Cu4Fe5S8: a superstructure in the chalcopyrite series, Acta Crystallographica, Section B, 31, 2105–2112 (1975)."
/Volumes/Sajid's SSD/MinX-EQ/Jeppeite/0_Jeppeite_298.00_1.00_.cif,Jeppeite,K₂ Ti₆ O₁₃,"Cid-Dresdner H., Buerger M. J., The crystal structure of potassium hexatitanate K2Ti6O13, Zeitschrift fur Kristallographie, 117, 411–430 (1962)."
/Volumes/Sajid's SSD/MinX-EQ/Tiragalloite/0_Tiragalloite_298.00_1.00_.cif,Tiragalloite,Mn₄ As Si₃ O₁₃ H,"Gramaccioli C. M., Pilati T., Liborio G., Structure of a manganese(II) arsenatotrisilicate, Mn4[AsSi3O12(OH)]: The presence of a new tetrapolyphosphate-like anion Note: Displacement parameters taken from ICSD, Acta Crystallographica, Section B, 35, 2287–2291 (1979)."
/Volumes/Sajid's SSD/MinX-EQ/Katoite/0_Katoite_298.00_0.99_.cif,Katoite,Ca₃ Al₂ H₁₂ O₁₂,"Lager G. A., Von Dreele. R. B., Neutron powder diffraction study of hydrogarnet to 9.0 GPa P = 0.0001 GPa, American Mineralogist, 81, 1097–1104 (1996)."
/Volumes/Sajid's SSD/MinX-EQ/Horvathite-(Y)/0_Horvathite-(Y)_298.00_1.00_.cif,Horvathite-(Y),Na Y C O₃ F₂,"Grice J. D., Chao G. Y., Horvathite-(Y), rare-earth fluorocarbonate, a new mineral species from Mont Saint-Hilaire, Quebec, The Canadian Mineralogist, 35, 743–749 (1997)."
/Volumes/Sajid's SSD/MinX-EQ/Hydrocerussite/0_Hydrocerussite_298.00_1.00_.cif,Hydrocerussite,Pb₃ C₂ O₈ H₂,"Cowley J. M., Electron-diffraction study of the structure of basic lead carbonate, 2PbCO3*Pb(OH)2, Acta Crystallographica, 9, 391–396 (1956)."
/Volumes/Sajid's SSD/MinX-EQ/Andradite/0_Andradite_298.00_1.00_.cif,Andradite,Si₃ Fe₂ Ca₃ O₁₂,"Novak G. A., Gibbs G. V., The crystal chemistry of the silicate garnets sample An, American Mineralogist, 56, 791–823 (1971)."
